------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Work ctr|Type|Group   |GrC|Material    |OpAc|Valid From|Valid to  |Change No.  |Prod.resources/tools  |Descr. of the production resource/tool  |   Quantity|Un.|Item|Cat|Grp1|Grp2|
|08000   |N   |50380214|1  |M173019MX1  |0100|08/10/2016|12/31/9999|AI6171MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|08000   |N   |50380214|1  |M173019MX1  |0100|09/12/2016|12/31/9999|AI8088MXPROD|10000068916 ZMD 000 00|MDS.XLS M173019MX1                      |     1.000 |%  | 500|D  |    |    |
|08000   |N   |50380214|1  |M173019MX1  |0100|02/25/2020|12/31/9999|AQ3357MXQUAL|10000130925 ZOS 000 00|OMS - HOW TO MEASURE PART               |     1.000 |PC | 300|D  |    |    |
|08000   |N   |50380214|1  |M173019MX1  |0100|05/13/2020|12/31/9999|AQ7842MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           | 1,200.000 |PC |   1|M  |    |    |
|09000   |N   |50380215|1  |M171070MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   750.000 |PC |   1|M  |    |    |
|09000   |N   |50380215|1  |M171070MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5015537         |6902 DIE, PROG For M171070MX1           |     1.000 |PC | 100|E  |    |    |
|09000   |N   |50380215|1  |M171070MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3006411          |CHECKING FIXTURE                        |     1.000 |PC | 300|E  |    |    |
|09000   |N   |50380215|1  |M171070MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3006662          |PLUG GAGE DE                            |     1.000 |PC | 315|E  |    |    |
|09000   |N   |50380215|1  |M171070MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01020693 ZMD 000 00 |MDS.xls for M171070 op.0100             |     1.000 |%  | 510|D  |    |    |
|08000   |N   |50380216|1  |M170714MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014843         |DIE, PROG For M170714MX1                |     1.000 |PC | 100|E  |    |    |
|08000   |N   |50380216|1  |M170714MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01020335 ZMD 000 00 |MDS for M170714 oper 0100               |     1.000 |%  | 500|D  |    |    |
|08000   |N   |50380216|1  |M170714MX1  |0100|02/20/2018|12/31/9999|AL9843MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           | 3,200.000 |PC |   1|M  |    |    |
|08000   |N   |50380217|1  |M167716MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           | 1,500.000 |PC |   1|M  |    |    |
|08000   |N   |50380217|1  |M167716MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5015530         |Prog die for M167716                    |     1.000 |PC | 100|E  |    |    |
|08000   |N   |50380217|1  |M167716MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01020654 ZMD 000 00 |MDS.xls for M167716 op.0100             |     1.000 |%  | 500|D  |    |    |
|08000   |N   |50380218|1  |M166596MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |   900.000 |PC |   1|M  |    |    |
|08000   |N   |50380218|1  |M166596MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |   900.000 |PC |   3|M  |    |    |
|08000   |N   |50380218|1  |M166596MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014083         |(Plated) DIE, PROG For M166596MX1       |     1.000 |PC | 100|E  |    |    |
|08000   |N   |50380218|1  |M166596MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005823          |PLUG GAGE DE                            |     1.000 |PC | 315|E  |    |    |
|08000   |N   |50380218|1  |M166596MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019321 ZMD 000 00 |MDS for M166596 Oper. 0100              |     1.000 |%  | 500|D  |    |    |
|08000   |N   |50380218|1  |M166596MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|08000   |N   |50380218|1  |M166596MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3010|M  |    |    |
|08472   |N   |50380219|1  |M166183MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |   250.000 |PC |   1|M  |    |    |
|08472   |N   |50380219|1  |M166183MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |   250.000 |PC |   3|M  |    |    |
|08472   |N   |50380219|1  |M166183MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014359         |(Plated) DIE, PROG For M166183MX1       |     1.000 |PC | 100|E  |    |    |
|08472   |N   |50380219|1  |M166183MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01020486 ZOS 000 00 |OMS-M166183 MAKE SURE FLAT              |     1.000 |PC | 300|D  |    |    |
|08472   |N   |50380219|1  |M166183MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019862 ZMD 000 00 |MDS for M166183 Oper. 0100              |     1.000 |%  | 500|D  |    |    |
|08472   |N   |50380219|1  |M166183MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|08000   |N   |50380220|1  |M166099MX1  |0100|08/10/2016|12/31/9999|AI6171MXPROD|MX01T-5014058         |(Plated) DIE, PROG For M166099MX1       |     1.000 |   | 100|E  |    |    |
|08000   |N   |50380220|1  |M166099MX1  |0100|08/10/2016|12/31/9999|AI6171MXPROD|MXGT-3005823          |PLUG GAGE DE                            |     1.000 |   | 300|E  |    |    |
|08000   |N   |50380220|1  |M166099MX1  |0100|10/05/2016|12/31/9999|AI9799MXPROD|10000069509 ZMD 000 00|MDS.xls   for M166099                   |     1.000 |%  | 310|D  |    |    |
|08000   |N   |50380220|1  |M166099MX1  |0100|02/11/2019|12/31/9999|AN9462MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           | 2,500.000 |PC |   1|M  |    |    |
|08000   |N   |50380220|1  |M166099MX1  |0100|02/11/2019|12/31/9999|AN9462MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           | 2,500.000 |PC |   3|M  |    |    |
|08000   |N   |50380221|1  |M165145MX1  |0100|04/11/2018|12/31/9999|AM2674MXPROD|IMD15129              |CNTR, PLASTIC FOLD'G 30X32X30 (RED)     |10,000.000 |PC |   1|M  |    |    |
|08000   |N   |50380221|1  |M165145MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5013730         |DIE, PROG For M165145                   |     1.000 |PC | 100|E  |    |    |
|08000   |N   |50380221|1  |M165145MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01018853 ZMD 000 00 |MDS for M165145 Oper. 0100              |     1.000 |%  | 500|D  |    |    |
|08000   |N   |50380221|1  |M165145MX1  |0100|02/01/2018|12/31/9999|AL8670MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |10,000.000 |PC |   3|M  |    |    |
|08472   |N   |50380222|1  |M164811MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |   150.000 |PC |   1|M  |    |    |
|08472   |N   |50380222|1  |M164811MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |   150.000 |PC |   3|M  |    |    |
|08472   |N   |50380222|1  |M164811MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014245         |(Plated) DIE, PROG For M164811MX1       |     1.000 |PC | 100|E  |    |    |
|08472   |N   |50380222|1  |M164811MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019660 ZMD 000 00 |MDS for M164811 Oper. 0100              |     1.000 |%  | 500|D  |    |    |
|08472   |N   |50380222|1  |M164811MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|08472   |N   |50380222|1  |M164811MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3010|M  |    |    |
|04815   |N   |50380223|1  |M164540MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   900.000 |PC |   1|M  |    |    |
|04815   |N   |50380223|1  |M164540MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5013681         |DIE, PROG For M164540                   |     1.000 |PC | 100|E  |    |    |
|04815   |N   |50380223|1  |M164540MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01018748 ZMD 000 00 |MDS for M164540 Oper. 0100              |     1.000 |%  | 500|D  |    |    |
|08000   |N   |50380224|1  |M159249MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15129              |CNTR, PLASTIC FOLD'G 30X32X30 (RED)     | 4,800.000 |PC |   1|M  |    |    |
|08000   |N   |50380224|1  |M159249MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5011540         |DIE, PROG For M159249                   |     1.000 |PC | 100|E  |    |    |
|08000   |N   |50380224|1  |M159249MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01015438 ZMD 000 00 |MDS for M159249 Oper. 0150              |     1.000 |%  | 500|D  |    |    |
|08000   |N   |50380224|1  |M159249MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|08000   |N   |50380224|1  |M159249MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3010|M  |    |    |
|08000   |N   |50380225|1  |M157813MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5010960         |DIE, PROG For M157813MX1                |     1.000 |PC | 100|E  |    |    |
|08000   |N   |50380225|1  |M157813MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3004468          |PLUG GAGE DE SPECIAL                    |     1.000 |PC | 300|E  |    |    |
|08000   |N   |50380225|1  |M157813MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3004469          |CHECKING FIXTURE                        |     1.000 |PC | 300|E  |    |    |
|08000   |N   |50380225|1  |M157813MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01014287 ZMD 000 00 |MDS for M157813 Oper. 0150              |     1.000 |%  | 500|D  |    |    |
|08000   |N   |50380225|1  |M157813MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|08000   |N   |50380225|1  |M157813MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3010|M  |    |    |
|08000   |N   |50380225|1  |M157813MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01015106 ZOS 000 00 |OMS for gage 3004469                    |     1.000 |%  |3020|D  |    |    |
|08000   |N   |50380225|1  |M157813MX1  |0150|02/20/2018|12/31/9999|AL9843MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           | 8,000.000 |PC |   1|M  |    |    |
|08472   |N   |50380226|1  |M155988MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           | 1,000.000 |PC |   1|M  |    |    |
|08472   |N   |50380226|1  |M155988MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           | 1,000.000 |PC |   3|M  |    |    |
|08472   |N   |50380226|1  |M155988MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003095         |(Plated) DIE, PROG For M155988MX1       |     1.000 |PC | 100|E  |    |    |
|08472   |N   |50380226|1  |M155988MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01007140 ZMD 000 00 |MDS\M151572\0100                        |     1.000 |EA | 500|D  |    |    |
|08472   |N   |50380226|1  |M155988MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01014155 ZOS 000 00 |OMS FOR GAGE 3003045                    |     1.000 |%  | 520|D  |    |    |
|08472   |N   |50380226|1  |M155988MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|08472   |N   |50380226|1  |M155988MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|08472   |N   |50380226|1  |M155988MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15537              |. ULTRASONIC MICRO.                     |     1.000 |PC |3000|M  |    |    |
|08472   |N   |50380226|1  |M155988MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3003045          |CHECKING FIXTURE                        |     1.000 |PC |3000|E  |    |    |
|09113   |N   |50380227|1  |M152872MX1  |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5002922         |DIE, PROG For M152872                   |     1.000 |PC | 100|E  |    |    |
|09113   |N   |50380227|1  |M152872MX1  |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01007185 ZMD 000 00 |MDS\M152872\0200                        |     1.000 |EA | 500|D  |    |    |
|09113   |N   |50380227|1  |M152872MX1  |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|09113   |N   |50380227|1  |M152872MX1  |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|09113   |N   |50380227|1  |M152872MX1  |0200|02/20/2018|12/31/9999|AL9843MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           | 4,000.000 |PC |   1|M  |    |    |
|08000   |N   |50380228|1  |M112207MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15129              |CNTR, PLASTIC FOLD'G 30X32X30 (RED)     | 2,000.000 |PC |   1|M  |    |    |
|08000   |N   |50380228|1  |M112207MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004319         |. M/C MOUNT AUTO LU                     |     1.000 |PC |  99|E  |    |    |
|08000   |N   |50380228|1  |M112207MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD16929              |LUBT DILUTED DRAW LUBE 5:1POLYAQUA      |     1.000 |PC |  99|M  |    |    |
|08000   |N   |50380228|1  |M112207MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5002169         |DIE, PROG For M112207MX1                |     1.000 |PC | 100|E  |    |    |
|08000   |N   |50380228|1  |M112207MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01004055 ZMD 000 00 |MDS\M112207\0150                        |     1.000 |EA | 500|D  |    |    |
|08000   |N   |50380228|1  |M112207MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3001409          |PLUG GAGE SE                            |     1.000 |PC |3000|E  |    |    |
|08000   |N   |50380228|1  |M112207MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|08000   |N   |50380228|1  |M112207MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15537              |. ULTRASONIC MICRO.                     |     1.000 |PC |3000|M  |    |    |
|08000   |N   |50380228|1  |M112207MX1  |0150|02/01/2018|12/31/9999|AL8670MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           | 2,000.000 |PC |  15|M  |    |    |
|08000   |N   |50380229|1  |LVU17016MX1 |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5008363         |(PLATED)DIE, PROG LVU17016MX1/M177537MX1|     1.000 |PC | 100|E  |    |    |
|08000   |N   |50380229|1  |LVU17016MX1 |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01012175 ZMD 000 00 |MDS for LVU17016 Oper. 0150             |     1.000 |%  | 500|D  |    |    |
|08000   |N   |50380229|1  |LVU17016MX1 |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01015459 ZOS 000 00 |OMS - LVU17016MX1 - M177537MX1 Gage     |     1.000 |PC | 510|D  |    |    |
|08000   |N   |50380229|1  |LVU17016MX1 |0150|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3003077          |CHECKING FIXTURE                        |     1.000 |PC |3000|E  |    |    |
|08000   |N   |50380229|1  |LVU17016MX1 |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15537              |. ULTRASONIC MICRO.                     |     1.000 |PC |3000|M  |    |    |
|08000   |N   |50380229|1  |LVU17016MX1 |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3010|M  |    |    |
|08000   |N   |50380229|1  |LVU17016MX1 |0150|01/06/2017|12/31/9999|AJ5561MXQUAL|10000080435 ZOS 000 00|OMS-LVU17016/M177537 PART ID            |     1.000 |PC | 520|D  |    |    |
|08000   |N   |50380229|1  |LVU17016MX1 |0150|02/16/2018|12/31/9999|AL9643MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           | 5,000.000 |PC |   1|M  |    |    |
|08000   |N   |50380230|1  |GX25963MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5015644         |DIE, PROG For GX25963MX1                |     1.000 |PC | 100|E  |    |    |
|08000   |N   |50380230|1  |GX25963MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3006586          |CHECKING FIXTURE                        |     1.000 |PC | 300|E  |    |    |
|08000   |N   |50380230|1  |GX25963MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01020696 ZMD 000 00 |MDS for GX25963 Oper. 0100              |     1.000 |%  | 500|D  |    |    |
|08000   |N   |50380230|1  |GX25963MX1  |0100|02/16/2018|12/31/9999|AL9643MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           | 2,500.000 |PC |   1|M  |    |    |
|08000   |N   |50380241|1  |M167038MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           | 1,750.000 |PC |   1|M  |    |    |
|08000   |N   |50380241|1  |M167038MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5015523         |Prog die for M167038                    |     1.000 |PC | 100|E  |    |    |
|08000   |N   |50380241|1  |M167038MX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01020655 ZMD 000 00 |MDS.xls M167038                         |     1.000 |%  | 500|D  |    |    |
|08000   |N   |50380242|1  |M167037MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           | 1,000.000 |PC |   1|M  |    |    |
|08000   |N   |50380242|1  |M167037MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5015522         |DIE, PROG For M167037MX1                |     1.000 |PC | 100|E  |    |    |
|08000   |N   |50380242|1  |M167037MX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01020646 ZMD 000 00 |MDS.xls M167037op.0100                  |     1.000 |%  | 500|D  |    |    |
|08631   |N   |50380245|1  |SU36547MX1  |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   750.000 |PC |   1|M  |    |    |
|08634   |N   |50380245|1  |SU36547MX1  |0100|01/08/2018|12/31/9999|AL7046MXPROD|3263927               |Wilson PBrake Punch 600C R3.0A86H118.7  |     1.000 |   | 100|E  |    |    |
|08634   |N   |50380245|1  |SU36547MX1  |0100|01/08/2018|12/31/9999|AL7046MXPROD|3263925               |Wilson PBrake Die 65030016 A30V16W30    |     1.000 |   | 100|E  |    |    |
|08634   |N   |50380245|1  |SU36547MX1  |0100|02/01/2018|12/31/9999|AL8670MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   300.000 |PC |   1|M  |    |    |
|08634   |N   |50380245|1  |SU36547MX1  |0100|02/01/2018|12/31/9999|AL8670MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   300.000 |PC |   6|M  |    |    |
|08975   |N   |50380246|1  |M72228MX2   |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15125              |CNTR, 7" TOTE (MX Internal Use Only)    |   400.000 |PC |   1|M  |    |    |
|07001   |N   |50380246|1  |M72228MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD15129              |CNTR, PLASTIC FOLD'G 30X32X30 (RED)     | 2,500.000 |PC |   1|M  |    |    |
|07001   |N   |50380246|1  |M72228MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004023         |DIE,STD BRAKE OLD# F11-28-00008         |     1.000 |PC | 100|E  |    |    |
|07001   |N   |50380246|1  |M72228MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004130         |PCH,STD BRAKE                           |     1.000 |PC | 100|E  |    |    |
|07001   |N   |50380246|1  |M72228MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003877         |BOLSTER, M/C 06713 (CNC BRAKE) 4.0W     |     1.000 |PC | 200|E  |    |    |
|07001   |N   |50380246|1  |M72228MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003879         |BOLSTER, M/C 07001 (CNC BRAKE) 4.0W     |     1.000 |PC | 200|E  |    |    |
|07001   |N   |50380246|1  |M72228MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01007717 ZMD 000 00 |MDS\M72228\0200                         |     1.000 |EA | 500|D  |    |    |
|07001   |N   |50380246|1  |M72228MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01010814 ZOS 000 00 |PRESS- (OMS-11-60109)                   |     1.000 |EA | 510|D  |    |    |
|07001   |N   |50380246|1  |M72228MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|07001   |N   |50380246|1  |M72228MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|09113   |N   |50380247|1  |M87445MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD15128              |CNTR, LARGE TUB                         | 2,000.000 |PC |   1|M  |    |    |
|09113   |N   |50380247|1  |M87445MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004319         |. M/C MOUNT AUTO LU                     |     1.000 |PC |  99|E  |    |    |
|09113   |N   |50380247|1  |M87445MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD16929              |LUBT DILUTED DRAW LUBE 5:1POLYAQUA      |     1.000 |PC |  99|M  |    |    |
|09113   |N   |50380247|1  |M87445MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5001844         |DIE, PROG For M87445MX2                 |     1.000 |PC | 100|E  |    |    |
|09113   |N   |50380247|1  |M87445MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004004         |RAM ADAPTER CONVERTS BOLT-TO-RAM TO 2   |     1.000 |PC | 100|E  |    |    |
|09113   |N   |50380247|1  |M87445MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01008609 ZMD 000 00 |MDS\M87445\0200                         |     1.000 |EA | 500|D  |    |    |
|09113   |N   |50380247|1  |M87445MX2   |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|09113   |N   |50380247|1  |M87445MX2   |0300|11/03/2014|12/31/9999|AI3735MXPROD|IMD15129              |CNTR, PLASTIC FOLD'G 30X32X30 (RED)     | 2,000.000 |PC |   1|M  |    |    |
|09113   |N   |50380247|1  |M87445MX2   |0300|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004318         |. GRAY SPRAY BOTTLE **GRAY TOP BOTTLE   |     1.000 |PC |  99|E  |    |    |
|09113   |N   |50380247|1  |M87445MX2   |0300|11/03/2014|12/31/9999|AI3735MXPROD|IMD16929              |LUBT DILUTED DRAW LUBE 5:1POLYAQUA      |     1.000 |PC |  99|M  |    |    |
|09113   |N   |50380247|1  |M87445MX2   |0300|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003567         |DIE, FORM For M87445MX2                 |     1.000 |PC | 100|E  |    |    |
|09113   |N   |50380247|1  |M87445MX2   |0300|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004004         |RAM ADAPTER CONVERTS BOLT-TO-RAM TO 2   |     1.000 |PC | 100|E  |    |    |
|09113   |N   |50380247|1  |M87445MX2   |0300|11/03/2014|12/31/9999|AI3735MXPROD|MX01008610 ZMD 000 00 |MDS\M87445\0300                         |     1.000 |EA | 500|D  |    |    |
|09113   |N   |50380247|1  |M87445MX2   |0300|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|09113   |N   |50380247|1  |M87445MX2   |0300|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|09113   |N   |50380248|1  |M117467MX2  |0120|11/03/2014|12/31/9999|AI3735MXPROD|IMD15129              |CNTR, PLASTIC FOLD'G 30X32X30 (RED)     | 2,500.000 |PC |   1|M  |    |    |
|09113   |N   |50380248|1  |M117467MX2  |0120|11/03/2014|12/31/9999|AI3735MXPROD|RCB05                 |12" x 15" x 5" PLASTIC TOTE             | 2,500.000 |PC |   7|M  |    |    |
|09113   |N   |50380248|1  |M117467MX2  |0120|11/03/2014|12/31/9999|AI3735MXPROD|IMD15129              |CNTR, PLASTIC FOLD'G 30X32X30 (RED)     | 3,000.000 |PC |  15|M  |    |    |
|09113   |N   |50380248|1  |M117467MX2  |0120|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004319         |. M/C MOUNT AUTO LU                     |     1.000 |PC |  99|E  |    |    |
|09113   |N   |50380248|1  |M117467MX2  |0120|11/03/2014|12/31/9999|AI3735MXPROD|IMD16929              |LUBT DILUTED DRAW LUBE 5:1POLYAQUA      |     1.000 |PC |  99|M  |    |    |
|09113   |N   |50380248|1  |M117467MX2  |0120|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5002195         |DIE,PROG                                |     1.000 |PC | 100|E  |    |    |
|09113   |N   |50380248|1  |M117467MX2  |0120|11/03/2014|12/31/9999|AI3735MXPROD|MX01004505 ZMD 000 00 |MDS\M117467\0120                        |     1.000 |EA | 500|D  |    |    |
|09113   |N   |50380248|1  |M117467MX2  |0120|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3001746          |CHECKING FIXTURE                        |     1.000 |PC |3000|E  |    |    |
