------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Work ctr|Type|Group   |GrC|Material    |OpAc|Valid From|Valid to  |Change No.  |Prod.resources/tools  |Descr. of the production resource/tool  |   Quantity|Un.|Item|Cat|Grp1|Grp2|
|06286   |N   |50377500|1  |M161199     |0301|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004498         |FEED DEVICE UNLOAD ARM-54               |     1.000 |PC | 100|E  |    |    |
|06286   |N   |50377500|1  |M161199     |0301|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3002060          |CHECKING FIXTURE                        |     1.000 |PC |3000|E  |    |    |
|06286   |N   |50377500|1  |M161199     |0301|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|06286   |N   |50377500|1  |M161199     |0301|11/03/2014|12/31/9999|AI3735MXPROD|MX01016589 ZMD 000 00 |MDS for M161199 Oper. 0301              |     1.000 |PC | 500|D  |    |    |
|06286   |N   |50377500|1  |M161199     |0301|11/03/2014|12/31/9999|AI3735MXPROD|MX01016590 ZDL 000 00 |DNL for M161199 Oper. 0301              |     1.000 |PC | 510|D  |    |    |
|06285   |N   |50377500|1  |M161199     |0302|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003732         |DIE, FORM P Cell  M161199 & M161345     |     1.000 |PC | 100|E  |    |    |
|06285   |N   |50377500|1  |M161199     |0302|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004499         |FEED DEVICE END OF ARM TOOLING FOR 54   |     1.000 |PC | 100|E  |    |    |
|06285   |N   |50377500|1  |M161199     |0302|11/03/2014|12/31/9999|AI3735MXPROD|MX01016591 ZMD 000 00 |MDS for M161199 Oper. 0302              |     1.000 |PC | 500|D  |    |    |
|06285   |N   |50377500|1  |M161199     |0302|11/03/2014|12/31/9999|AI3735MXPROD|MX01016592 ZDL 000 00 |DNL for M161199 Oper. 0302              |     1.000 |PC | 510|D  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|IMD15133              |CNTR, STACK RACK (SMALL) 48 X 36        |    16.000 |PC |   1|M  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|IMD15138              |CNTR, STACK RACK "TREE" FOR DECKS       |     1.000 |PC |   1|M  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|IMD15137              |CNTR, STACK RACK POST (TALL)            |     4.000 |PC |   1|M  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5008089         |DIE, PIERCE P Cell Cam M161199          |     1.000 |PC | 100|E  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5008685         |End of arm tooling for M161199          |     1.000 |PC | 100|E  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003732         |DIE, FORM P Cell  M161199 & M161345     |     1.000 |PC | 100|E  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003930         |DIE, PIERCE P Cell M161345              |     1.000 |PC | 100|E  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003846         |DIE,DRAW P Cell M161199 & M161345       |     1.000 |PC | 100|E  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3004429          |PLUG GAGE DE                            |     1.000 |PC | 300|E  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3003089          |PLUG GAGE DE                            |     1.000 |PC | 300|E  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|MX01011114 ZOS 000 00 |PRESS- QUALITY CHECKS                   |     1.000 |%  | 520|D  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|MX01014943 ZOS 000 00 |M156874 END OF PRESS CELL               |     1.000 |PC | 520|D  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3002060          |CHECKING FIXTURE                        |     1.000 |PC |3000|E  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3004173          |TEMPLATE FIBERGLASS                     |     1.000 |PC |3000|E  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|MX01016593 ZMD 000 00 |MDS for M161199 Oper. 0303              |     1.000 |PC | 500|D  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|MX01016594 ZDL 000 00 |DNL for M161199 Oper. 0303              |     1.000 |PC | 510|D  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|MX01017412 ZOS 000 00 |OMS M161199 END OF PRESS CELL           |     1.000 |PC | 510|D  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|IMD15144              |CNTR, PVC REDUCER (MOWER DECK SPACER)   |     3.000 |PC |   2|M  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|11/03/2014|12/31/9999|AI3735MXPROD|IMD15133              |CNTR, STACK RACK (SMALL) 48 X 36        |    16.000 |PC |   3|M  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|06/19/2019|12/31/9999|AO7720MXPROD|10000125617 ZOS 000 00|OMS - Trucker                           |     1.000 |PC |3010|D  |    |    |
|05878   |N   |50377500|1  |M161199     |0303|02/03/2021|12/31/9999|AS2731MXPROD|10000138552 ZOS 000 00|OMS - M161199                           |     1.000 |PC |3020|D  |    |    |
|06287   |N   |50377507|1  |M161345     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004319         |. M/C MOUNT AUTO LU                     |     1.000 |PC |  99|E  |    |    |
|06287   |N   |50377507|1  |M161345     |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD16928              |LUBRICANT,DRAW LUBE, POLYAQUASOL 1      |     1.000 |PC |  99|M  |    |    |
|06287   |N   |50377507|1  |M161345     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003846         |DIE,DRAW P Cell M161199 & M161345       |     1.000 |PC | 100|E  |    |    |
|06287   |N   |50377507|1  |M161345     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004436         |FEED DEVICE -ARM FOR 48&54DECKS PRESS   |     1.000 |PC | 100|E  |    |    |
|06287   |N   |50377507|1  |M161345     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004497         |FEED DEVICE ARM 54 DECK                 |     1.000 |PC | 100|E  |    |    |
|06287   |N   |50377507|1  |M161345     |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD15241              |P,CUSH1.5X14.00 /FLG F/PRESS CELL       |    36.000 |PC | 100|M  |    |    |
|06287   |N   |50377507|1  |M161345     |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD15537              |. ULTRASONIC MICRO.                     |     1.000 |PC |3000|M  |    |    |
|06287   |N   |50377507|1  |M161345     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3004429          |PLUG GAGE DE                            |     1.000 |PC |3010|E  |    |    |
|06287   |N   |50377507|1  |M161345     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3003089          |PLUG GAGE DE                            |     1.000 |PC |3020|E  |    |    |
|06287   |N   |50377507|1  |M161345     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01016595 ZMD 000 00 |MDS for M161345 Oper. 0200              |     1.000 |PC | 500|D  |    |    |
|06287   |N   |50377507|1  |M161345     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01016596 ZDL 000 00 |DNL for M161345 Oper. 0200              |     1.000 |PC | 510|D  |    |    |
|06286   |N   |50377507|1  |M161345     |0201|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004319         |. M/C MOUNT AUTO LU                     |     1.000 |PC |  99|E  |    |    |
|06286   |N   |50377507|1  |M161345     |0201|11/03/2014|12/31/9999|AI3735MXPROD|IMD16929              |LUBT DILUTED DRAW LUBE 5:1POLYAQUA      |     1.000 |PC |  99|M  |    |    |
|06286   |N   |50377507|1  |M161345     |0201|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003930         |DIE, PIERCE P Cell M161345              |     1.000 |PC | 100|E  |    |    |
|06286   |N   |50377507|1  |M161345     |0201|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004498         |FEED DEVICE UNLOAD ARM-54               |     1.000 |PC | 100|E  |    |    |
|06286   |N   |50377507|1  |M161345     |0201|11/03/2014|12/31/9999|AI3735MXPROD|MX01016597 ZMD 000 00 |MDS for M161345 Oper. 0201              |     1.000 |PC | 500|D  |    |    |
|06286   |N   |50377507|1  |M161345     |0201|11/03/2014|12/31/9999|AI3735MXPROD|MX01016598 ZDL 000 00 |DNL for M161345 Oper. 0201              |     1.000 |PC | 510|D  |    |    |
|06285   |N   |50377507|1  |M161345     |0203|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003732         |DIE, FORM P Cell  M161199 & M161345     |     1.000 |PC | 100|E  |    |    |
|06285   |N   |50377507|1  |M161345     |0203|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004499         |FEED DEVICE END OF ARM TOOLING FOR 54   |     1.000 |PC | 100|E  |    |    |
|06285   |N   |50377507|1  |M161345     |0203|11/03/2014|12/31/9999|AI3735MXPROD|MX01014232 ZOS 000 00 |OMS 54" Deck Problem Areas              |     1.000 |PC | 520|D  |    |    |
|06285   |N   |50377507|1  |M161345     |0203|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|06285   |N   |50377507|1  |M161345     |0203|11/03/2014|12/31/9999|AI3735MXPROD|MX01016599 ZMD 000 00 |MDS for M161345 Oper. 0203              |     1.000 |PC | 500|D  |    |    |
|06285   |N   |50377507|1  |M161345     |0203|11/03/2014|12/31/9999|AI3735MXPROD|MX01016600 ZDL 000 00 |DNL for M161345 Oper. 0203              |     1.000 |PC | 510|D  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|IMD15133              |CNTR, STACK RACK (SMALL) 48 X 36        |    14.000 |PC |   1|M  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|IMD15138              |CNTR, STACK RACK "TREE" FOR DECKS       |     1.000 |PC |   1|M  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|IMD15137              |CNTR, STACK RACK POST (TALL)            |     1.000 |PC |   1|M  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|IMD15151              |CNTR, SPACER-FOAM, STX FRAME (FRONT)    |     1.000 |PC |   1|M  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004311         |. BATWING CONVEYOR ON SUB PLATE         |     1.000 |PC | 100|E  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003846         |DIE,DRAW P Cell M161199 & M161345       |     1.000 |PC | 100|E  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|IMD15241              |P,CUSH1.5X14.00 /FLG F/PRESS CELL       |    36.000 |PC | 100|M  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003930         |DIE, PIERCE P Cell M161345              |     1.000 |PC | 100|E  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003732         |DIE, FORM P Cell  M161199 & M161345     |     1.000 |PC | 100|E  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|MX01014946 ZOS 000 00 |M157231 FLIPPER                         |     1.000 |PC | 510|D  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3002942          |TEMPLATE FIBERGLASS                     |     1.000 |PC |3000|E  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3002060          |CHECKING FIXTURE                        |     1.000 |PC |3000|E  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|MX01017497 ZOS 000 00 |OMS M161345 END OF PRESS                |     1.000 |PC | 510|D  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|MX01020111 ZOS 000 00 |OMS Manipulator                         |     1.000 |PC | 520|D  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|11/03/2014|12/31/9999|AI3735MXPROD|IMD174444             |CNTR,SPCR R"G 3.5"DIA. x 2.0"Tall       |    52.000 |PC |   1|M  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|06/19/2019|12/31/9999|AO7720MXPROD|10000125619 ZOS 000 00|OMS - Trucker                           |     1.000 |PC |3010|D  |    |    |
|05878   |N   |50377507|1  |M161345     |0204|02/03/2021|12/31/9999|AS2731MXPROD|10000138554 ZOS 000 00|OMS - M161345                           |     1.000 |PC |3020|D  |    |    |
|06287   |N   |50377509|1  |M161344     |0400|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003839         |DIE, DRAW P Cell for M161344 & M161198  |     1.000 |PC | 100|E  |    |    |
|06287   |N   |50377509|1  |M161344     |0400|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004483         |FEED DEVICE                             |     1.000 |PC | 100|E  |    |    |
|06287   |N   |50377509|1  |M161344     |0400|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004484         |FEED DEVICE                             |     1.000 |PC | 100|E  |    |    |
|06287   |N   |50377509|1  |M161344     |0400|11/03/2014|12/31/9999|AI3735MXPROD|IMD15241              |P,CUSH1.5X14.00 /FLG F/PRESS CELL       |    14.000 |PC | 100|M  |    |    |
|06287   |N   |50377509|1  |M161344     |0400|11/03/2014|12/31/9999|AI3735MXPROD|IMD15537              |. ULTRASONIC MICRO.                     |     1.000 |PC |3000|M  |    |    |
|06287   |N   |50377509|1  |M161344     |0400|11/03/2014|12/31/9999|AI3735MXPROD|MX01016608 ZMD 000 00 |MDS for M161344 Oper. 0400              |     1.000 |EA | 500|D  |    |    |
|06287   |N   |50377509|1  |M161344     |0400|11/03/2014|12/31/9999|AI3735MXPROD|MX01016609 ZDL 000 00 |DNL for M161344 Oper. 0400              |     1.000 |EA | 510|D  |    |    |
|06286   |N   |50377509|1  |M161344     |0401|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003438         |DIE, PC TRIM/PIERCE For M161198         |     1.000 |PC | 100|E  |    |    |
|06286   |N   |50377509|1  |M161344     |0401|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004485         |FEED DEVICE                             |     1.000 |PC | 100|E  |    |    |
|06286   |N   |50377509|1  |M161344     |0401|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|06286   |N   |50377509|1  |M161344     |0401|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3002927          |TEMPLATE FIBERGLASS                     |     1.000 |PC |3000|E  |    |    |
|06286   |N   |50377509|1  |M161344     |0401|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3003089          |PLUG GAGE DE                            |     1.000 |PC |3000|E  |    |    |
|06286   |N   |50377509|1  |M161344     |0401|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3004429          |PLUG GAGE DE                            |     1.000 |PC |3010|E  |    |    |
|06286   |N   |50377509|1  |M161344     |0401|11/03/2014|12/31/9999|AI3735MXPROD|MX01016610 ZMD 000 00 |MDS for M161344 Oper. 0401              |     1.000 |EA | 500|D  |    |    |
|06286   |N   |50377509|1  |M161344     |0401|11/03/2014|12/31/9999|AI3735MXPROD|MX01016611 ZDL 000 00 |DNL for M161344 Oper. 0401              |     1.000 |EA | 510|D  |    |    |
|06285   |N   |50377509|1  |M161344     |0402|11/03/2014|12/31/9999|AI3735MXPROD|IMD15133              |CNTR, STACK RACK (SMALL) 48 X 36        |    14.000 |PC |   1|M  |    |    |
|06285   |N   |50377509|1  |M161344     |0402|11/03/2014|12/31/9999|AI3735MXPROD|IMD15138              |CNTR, STACK RACK "TREE" FOR DECKS       |    14.000 |PC |   1|M  |    |    |
|06285   |N   |50377509|1  |M161344     |0402|11/03/2014|12/31/9999|AI3735MXPROD|IMD15137              |CNTR, STACK RACK POST (TALL)            |    14.000 |PC |   1|M  |    |    |
|06285   |N   |50377509|1  |M161344     |0402|11/03/2014|12/31/9999|AI3735MXPROD|IMD15144              |CNTR, PVC REDUCER (MOWER DECK SPACER)   |    14.000 |PC |   1|M  |    |    |
|06285   |N   |50377509|1  |M161344     |0402|11/03/2014|12/31/9999|AI3735MXPROD|IMD15151              |CNTR, SPACER-FOAM, STX FRAME (FRONT)    |    14.000 |PC |   1|M  |    |    |
|06285   |N   |50377509|1  |M161344     |0402|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003722         |DIE,FORM P Cell MOWER M161198 & M161344 |     1.000 |PC | 100|E  |    |    |
|06285   |N   |50377509|1  |M161344     |0402|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004311         |. BATWING CONVEYOR ON SUB PLATE         |     1.000 |PC | 100|E  |    |    |
|06285   |N   |50377509|1  |M161344     |0402|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004486         |FEED DEVICE                             |     1.000 |PC | 100|E  |    |    |
|06285   |N   |50377509|1  |M161344     |0402|11/03/2014|12/31/9999|AI3735MXPROD|IMD15241              |P,CUSH1.5X14.00 /FLG F/PRESS CELL       |    19.000 |PC | 100|M  |    |    |
|06285   |N   |50377509|1  |M161344     |0402|11/03/2014|12/31/9999|AI3735MXPROD|MX01010869 ZOS 000 00 |PRESS- STACK-PRESS CELL (OMS-11-60223)  |     1.000 |EA | 520|D  |    |    |
|06285   |N   |50377509|1  |M161344     |0402|11/03/2014|12/31/9999|AI3735MXPROD|MX01011117 ZOS 000 00 |PRESS- QUALITY CHECK (OMS-11-60528)     |     1.000 |EA | 530|D  |    |    |
|06285   |N   |50377509|1  |M161344     |0402|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3002030          |CHECKING FIXTURE                        |     1.000 |PC |3000|E  |    |    |
|06285   |N   |50377509|1  |M161344     |0402|11/03/2014|12/31/9999|AI3735MXPROD|MX01016612 ZMD 000 00 |MDS for M161344 Oper. 0402              |     1.000 |EA | 500|D  |    |    |
|06285   |N   |50377509|1  |M161344     |0402|11/03/2014|12/31/9999|AI3735MXPROD|MX01016613 ZDL 000 00 |DNL for M161344 Oper. 0402              |     1.000 |EA | 510|D  |    |    |
|05878   |N   |50377509|1  |M161344     |0403|11/03/2014|12/31/9999|AI3735MXPROD|IMD15133              |CNTR, STACK RACK (SMALL) 48 X 36        |    14.000 |PC |   1|M  |    |    |
|05878   |N   |50377509|1  |M161344     |0403|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003839         |DIE, DRAW P Cell for M161344 & M161198  |     1.000 |PC | 100|E  |    |    |
|05878   |N   |50377509|1  |M161344     |0403|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003438         |DIE, PC TRIM/PIERCE For M161198         |     1.000 |PC | 100|E  |    |    |
|05878   |N   |50377509|1  |M161344     |0403|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003722         |DIE,FORM P Cell MOWER M161198 & M161344 |     1.000 |PC | 100|E  |    |    |
|05878   |N   |50377509|1  |M161344     |0403|06/19/2019|12/31/9999|AO7720MXPROD|10000125618 ZOS 000 00|OMS - Trucker                           |     1.000 |PC | 110|D  |    |    |
|05878   |N   |50377509|1  |M161344     |0403|02/03/2021|12/31/9999|AS2731MXPROD|10000138553 ZOS 000 00|OMS - M161344                           |     1.000 |PC | 120|D  |    |    |
|06085   |N   |50377513|1  |M161557     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15128              |CNTR, LARGE TUB                         |   500.000 |PC |   1|M  |    |    |
|06085   |N   |50377513|1  |M161557     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5008060         |DIE, PROG For M152683 & M161557         |     1.000 |PC | 100|E  |    |    |
|06085   |N   |50377513|1  |M161557     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3004098          |CHECKING FIXTURE                        |     1.000 |PC | 300|E  |    |    |
|06085   |N   |50377513|1  |M161557     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01014206 ZOS 000 00 |OMS FOR GAGE 3004098                    |     1.000 |%  | 520|D  |    |    |
|06085   |N   |50377513|1  |M161557     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016642 ZMD 000 00 |MDS for M161557 Oper. 0100              |     1.000 |%  | 500|D  |    |    |
|06085   |N   |50377513|1  |M161557     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016643 ZDL 000 00 |DNL for M161557 Oper. 0100              |     1.000 |%  | 510|D  |    |    |
|06085   |N   |50377513|1  |M161557     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3006173          |PLUG GAGE DE                            |     1.000 |PC | 315|E  |    |    |
|07551   |N   |50377523|1  |AM140414    |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |    50.000 |PC |   1|M  |    |    |
|07551   |N   |50377523|1  |AM140414    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5010328         |Asm Fixtr,Orbitol Riveter               |     1.000 |PC | 100|E  |    |    |
|07551   |N   |50377523|1  |AM140414    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5010329         |stock support                           |     1.000 |PC | 100|E  |    |    |
|07551   |N   |50377523|1  |AM140414    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01014314 ZMD 000 00 |MDS for AM137637 oper 0100              |     1.000 |%  | 500|D  |    |    |
|07551   |N   |50377523|1  |AM140414    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3002379          |TORQUE WRENCH                           |     1.000 |PC |3000|E  |    |    |
|08000   |N   |50377530|1  |M161708     |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004319         |. M/C MOUNT AUTO LU                     |     1.000 |PC |  99|E  |    |    |
|08000   |N   |50377530|1  |M161708     |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD16929              |LUBT DILUTED DRAW LUBE 5:1POLYAQUA      |     1.000 |PC |  99|M  |    |    |
|08000   |N   |50377530|1  |M161708     |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5001854         |(Plated) DIE, PROG For M161708          |     1.000 |PC | 100|E  |    |    |
|08000   |N   |50377530|1  |M161708     |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004424         |SAFETY EQUIP GROUP1                     |     1.000 |PC | 110|E  |    |    |
|08000   |N   |50377530|1  |M161708     |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|08000   |N   |50377530|1  |M161708     |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01016740 ZMD 000 00 |MDS for M161708 Oper. 0150              |     1.000 |%  | 500|D  |    |    |
|08000   |N   |50377530|1  |M161708     |0150|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           | 6,000.000 |PC |   1|M  |    |    |
|08000   |N   |50377530|1  |M161708     |0150|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           | 6,000.000 |PC |   3|M  |    |    |
|08000   |N   |50377530|1  |M161708     |0150|08/19/2020|12/31/9999|AR3216MXQUAL|10000134301 ZOS 000 00|OMS - Burr Tolerance Emphasis           |     1.000 |PC | 301|D  |    |    |
|06900   |N   |50377552|1  |H166181HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012225         |DIE, FORM PRC For H166181HX1            |     1.000 |PC | 100|E  |    |    |
|06900   |N   |50377552|1  |H166181HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005046          |TEMPLATE STEEL                          |     1.000 |PC | 300|E  |    |    |
|06900   |N   |50377552|1  |H166181HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005047          |TEMPLATE STEEL                          |     1.000 |PC | 310|E  |    |    |
|06900   |N   |50377552|1  |H166181HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005049          |TEMPLATE PLASTIC                        |     1.000 |PC | 320|E  |    |    |
|06900   |N   |50377552|1  |H166181HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016509 ZDL 000 00 |DNL for H166181HX1 op. 0100             |     1.000 |%  | 510|D  |    |    |
|06900   |N   |50377552|1  |H166181HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016625 ZOS 000 00 |OMS-H166181-GAGE USE                    |     1.000 |PC | 515|D  |    |    |
|06900   |N   |50377552|1  |H166181HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016522 ZOS 000 00 |OMS-H166181 HOW TO USE GAGE             |     1.000 |PC | 520|D  |    |    |
|06900   |N   |50377552|1  |H166181HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01017164 ZMD 000 00 |MDS for H166181HX1 oper 0100            |     1.000 |%  | 500|D  |    |    |
|06900   |N   |50377552|1  |H166181HX1  |0100|04/05/2018|12/31/9999|AM2406MXPROD|RAK30                 |HX TIER RACK - 5.5'                     |   200.000 |PC |   1|M  |    |    |
|06900   |N   |50377552|1  |H166181HX1  |0100|04/05/2018|12/31/9999|AM2406MXPROD|RAK30                 |HX TIER RACK - 5.5'                     |   200.000 |PC |   4|M  |    |    |
|06900   |N   |50377552|1  |H166181HX1  |0100|05/21/2021|12/31/9999|AS9276MXPROD|10000148518 ZOS 000 00|Scrap removal                           |     1.000 |%  | 530|D  |    |    |
|06900   |N   |50377553|1  |H202570HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD31000              |RACK, 5 1/2 TIER STD8 POST              |   140.000 |PC |   1|M  |    |    |
|06900   |N   |50377553|1  |H202570HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD31000              |RACK, 5 1/2 TIER STD8 POST              |   140.000 |PC |   4|M  |    |    |
|06900   |N   |50377553|1  |H202570HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012226         |DIE, FORM PRC For H221379HX1/H236283HX1 |     1.000 |PC | 100|E  |    |    |
